Marker;MedianMs;MeanMs;LowerQuartileMs;UpperQuartileMs;MaxMs;Count;CountPerFrame;PresentFrames;SelectedFrames
"Unity.Collections.dll!::DefaultComparer`1.Compare()";0.0043;0.005273;0.004;0.0045;0.0185;315;19.6875;15;16
"mscorlib.dll!System.Threading::Thread.get_CurrentThread()";0.0043;0.004427;0.0037;0.005;0.0062;799;49.9375;15;16
"Unity.TextMeshPro.dll!TMPro::TMP_Settings.get_defaultStyleSheet()";0.0043;0.00476;0.0041;0.0046;0.007;90;5.625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Host::EnemyViewPresentationMapper.CollectEnemyGlideSignals()";0.0042;0.00488;0.0037;0.0053;0.0092;113;7.0625;15;16
"InstanceDataSystem:QueryRendererGroupInstancesJob (Burst)";0.0042;0.00482;0.0038;0.0048;0.011;30;1.875;15;16
"Unity.InputSystem.dll!UnityEngine.InputSystem::DynamicBitfield.ClearBit()";0.0042;0.004478;0.0017;0.005;0.0118;63;3.9375;9;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyLogic.TryAdvanceGlideLifecycle()";0.0042;0.0045;0.0041;0.0044;0.0069;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplaySfxArbitratingPlaybackPort.BeginBatch()";0.0042;0.009973;0.0038;0.0044;0.0881;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayEntityPresentationApplier.CleanupCompletedJumpTracks()";0.0042;0.004313;0.0039;0.0047;0.0059;128;8;15;16
"Unity.TextMeshPro.dll!TMPro::MaterialReference..ctor()";0.0042;0.007127;0.0028;0.0117;0.0129;93;5.8125;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyLogic.ShouldSuppressMovementForCharge()";0.0042;0.014233;0.0029;0.0042;0.0356;40;2.5;3;16
"PrepareUpdateRendererBoundingVolumes";0.0042;0.004;0.0038;0.0044;0.0051;62;3.875;16;16
"UnityEngine.CoreModule.dll!UnityEngine::Transform.SetLocalPositionAndRotation()";0.0042;0.004373;0.0039;0.0047;0.0058;90;5.625;15;16
"UnityEngine.CoreModule.dll!UnityEngine::Material.SetVectorArrayImpl()";0.0042;0.004662;0.0038;0.0045;0.0068;64;4;16;16
"Unity.InputSystem.dll!UnityEngine.InputSystem.LowLevel::NativeInputRuntime.DeviceCommand()";0.0042;0.0062;0.0035;0.0046;0.0125;15;0.9375;4;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::ResolvedSpatialState.get_ClaimsAuthoritativeOccupancy()";0.0042;0.003973;0.0035;0.0044;0.0055;1302;81.375;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Host::EnemyAnimatorDriver.set_CurrentAnimatorSpeed()";0.0042;0.003927;0.0035;0.0045;0.0053;1205;75.3125;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::KinematicPresentationPose.get_MotionMode()";0.0042;0.003967;0.0036;0.0043;0.0059;1302;81.375;15;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering.RenderGraphModule::RenderGraph.CheckNotUsedWhenExecuting()";0.0042;0.004556;0.004;0.0047;0.007;496;31;16;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering.RenderGraphModule::RenderGraphBuilders.AllowPassCulling()";0.0042;0.007769;0.0039;0.0047;0.055;256;16;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::ModifierQuery.IgnoresTraversalBlocker()";0.0042;0.015275;0.0012;0.0051;0.0506;56;3.5;4;16
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CommandBuffer.SetGlobalVector_Injected()";0.0042;0.004431;0.0038;0.0048;0.0067;976;61;16;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::DynamicArray`1.GetEnumerator()";0.0042;0.004494;0.0041;0.0045;0.0063;192;12;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationDataBuilder.CollectEnemyChargeCandidateIds()";0.0042;0.00544;0.004;0.0044;0.0228;339;21.1875;15;16
"Unity.InputSystem.dll!UnityEngine.InputSystem::InputManager.OnPlayerLoopInitialization()";0.0042;0.005467;0.0038;0.0047;0.0193;15;0.9375;15;16
"Unity.Cinemachine.dll!Unity.Cinemachine::CinemachineVirtualCameraBase.UpdateTargetCache()";0.0042;0.005113;0.004;0.005;0.0114;15;0.9375;15;16
"FindDrawInstancesJob (Burst)";0.0042;0.00492;0.0041;0.0043;0.0129;15;0.9375;15;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::ScriptableRenderer.InternalFinishRenderingCommon()";0.0042;0.022413;0.0038;0.0044;0.2962;16;1;16;16
"UnityEngine.AnimationModule.dll!UnityEngine::Animator.SetBoolString()";0.0042;0.00495;0.0042;0.0042;0.0057;3;0.1875;2;16
"UnityEngine.CoreModule.dll!UnityEngine::Mesh.set_normals()";0.0042;0.0042;0.0042;0.0042;0.0042;1;0.0625;1;16
"Unity.InputSystem.dll!UnityEngine.InputSystem.LowLevel::InputEventPtr.get_type()";0.0042;0.013127;0.0019;0.0219;0.0504;399;24.9375;11;16
"UnityEngine.CoreModule.dll!UnityEngine::Matrix4x4.Internal_Inverse()";0.0041;0.004412;0.0037;0.0044;0.007;112;7;16;16
"UnityEditor.CoreModule.dll!UnityEditor::Handles.ShouldRenderGizmos()";0.0041;0.005137;0.0036;0.0053;0.0104;48;3;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::GravityFieldVisualState[].System.Collections.Generic.IReadOnlyCollection`1.get_Count()";0.0041;0.00398;0.0035;0.0045;0.006;113;7.0625;15;16
"PhysX.ScScene.updateDynamics";0.0041;0.0041;0.0041;0.0041;0.0041;1;0.0625;1;16
"Unity.Cinemachine.dll!Unity.Cinemachine::CameraState.get_Default()";0.0041;0.00428;0.0039;0.0046;0.0053;15;0.9375;15;16
"mscorlib.dll!System.Reflection::RuntimeMethodInfo.GetRuntimeModule()";0.0041;0.0041;0.0041;0.0041;0.0041;1;0.0625;1;16
"Unity.Collections.dll!Unity.Collections.LowLevel.Unsafe::HashMapHelper`1.Free()";0.0041;0.004827;0.0037;0.0043;0.013;15;0.9375;15;16
"UnityEngine.CoreModule.dll!UnityEngine.Experimental.Rendering::BuiltinRuntimeReflectionSystem.TickRealtimeProbes()";0.0041;0.004833;0.0038;0.0052;0.0087;15;0.9375;15;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Experimental.Rendering::XRLayout.AddPass()";0.0041;0.005175;0.004;0.0042;0.0202;16;1;16;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::ScriptableRenderer.Clear()";0.0041;0.004356;0.0038;0.0043;0.0072;16;1;16;16
"ScheduleGeometryJobs";0.0041;0.005269;0.0034;0.0061;0.0211;16;1;16;16
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::ScriptableRenderContext.CreateUIOverlayRendererList()";0.0041;0.004544;0.0035;0.0047;0.0074;32;2;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.PlayerControl::PlayerActionTransition..ctor()";0.0041;0.017427;0.0037;0.0046;0.2029;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickRunner.get_ObjectiveDefinition()";0.0041;0.00398;0.0037;0.0041;0.0049;113;7.0625;15;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering.RenderGraphModule::RenderGraphPass.SetDepthBufferRaw()";0.0041;0.004556;0.0039;0.0047;0.0062;80;5;16;16
"Game.Shared.Audio.dll!Game.Shared.Audio::RandomAudioDefinition.IsPositiveFinite()";0.0041;0.006187;0.004;0.0064;0.014;72;4.5;8;16
"Game.Feature.UI.Application.dll!::ObjectiveHudGroupAccumulator..ctor()";0.0041;0.004093;0.0039;0.0045;0.005;113;7.0625;15;16
"Unity.Cinemachine.dll!Unity.Cinemachine::CinemachineVirtualCameraBase.UpdateCameraState()";0.0041;0.004093;0.0036;0.0042;0.0058;30;1.875;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyAiTransitionDecision.get_Timer()";0.0041;0.00404;0.0037;0.0048;0.0053;1356;84.75;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::UnitKinematicSnapshotEntry.get_EntityId()";0.0041;0.00406;0.0033;0.0046;0.0069;1356;84.75;15;16
"Game.Feature.Gameplay.Vfx.dll!Game.Feature.Gameplay.Vfx::VfxAnchor.get_EntityId()";0.0041;0.004493;0.0039;0.0049;0.0077;1356;84.75;15;16
"Game.Feature.Gameplay.Vfx.dll!Game.Feature.Gameplay.Vfx::VfxAnchor.get_SourceEntityId()";0.0041;0.004453;0.0038;0.0047;0.0102;1356;84.75;15;16
"UnityEngine.CoreModule.dll!Unity.Collections::NativeArray`1.get_IsCreated()";0.0041;0.004044;0.0036;0.0043;0.0049;1140;71.25;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyLogic.ShouldSuppressMovementForEnemyPhase()";0.0041;0.0154;0.0033;0.0041;0.0388;40;2.5;3;16
"mscorlib.dll!System::RuntimeType.GetRuntimeAssembly()";0.0041;0.0041;0.0041;0.0041;0.0041;5;0.3125;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.get_CurrentObjectiveResult()";0.0041;0.00412;0.0038;0.0043;0.0048;226;14.125;15;16
"Unity.Cinemachine.dll!Unity.Cinemachine::CinemachineVirtualCameraBase.get_IsValid()";0.004;0.004487;0.0033;0.0045;0.0095;120;7.5;15;16
"Unity.RenderPipelines.GPUDriven.Runtime.dll!UnityEngine.Rendering::ParallelBitArray..ctor()";0.004;0.004744;0.0036;0.0044;0.0148;16;1;16;16
"Unity.RenderPipelines.GPUDriven.Runtime.dll!UnityEngine.Rendering::InstanceAllocators.GetInstancesLength()";0.004;0.004281;0.0037;0.0044;0.007;16;1;16;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StageSessionState..ctor()";0.004;0.003927;0.0037;0.0044;0.005;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::TraverseContext..ctor()";0.004;0.009977;0.0026;0.0061;0.036;185;11.5625;13;16
"UnityEngine.CoreModule.dll!UnityEngine::Transform.get_lossyScale()";0.004;0.004453;0.0036;0.0049;0.0078;61;3.8125;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.IsConsumedPlayerActionAttemptEntity()";0.004;0.004207;0.0037;0.0044;0.0068;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayEntityPresentationApplier.CleanupCompletedVisibilityTracks()";0.004;0.003933;0.0036;0.0045;0.005;128;8;15;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering.RenderGraphModule::RenderGraphBuilders.UnityEngine.Rendering.RenderGraphModule.IBaseRenderGraphBuilder.SetGlobalTextureAfterPass()";0.004;0.004906;0.0038;0.0046;0.0135;96;6;16;16
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_orthographic()";0.004;0.004231;0.0037;0.0044;0.0066;95;5.9375;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::ResolvedSpatialState.get_IsGameplayVisible()";0.004;0.004067;0.0033;0.0043;0.0071;1302;81.375;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Host::EnemyAnimatorDriver.get_IsPlaybackSuppressed()";0.004;0.003833;0.0036;0.0043;0.0052;1205;75.3125;15;16
"UnityEngine.CoreModule.dll!Unity.Collections.LowLevel.Unsafe::UnsafeUtility.AsRef()";0.004;0.013012;0.0036;0.004;0.1526;1308;81.75;16;16
"Unity.InputSystem.dll!UnityEngine.InputSystem.Utilities::MemoryHelpers.ReadSingleBit()";0.004;0.008536;0.003;0.0089;0.0265;2398;149.875;14;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationDataBuilder.CollectEnemyJumpCandidateIds()";0.004;0.003873;0.0035;0.0041;0.0047;339;21.1875;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::SnapshotMaterializationDiagnostics.RecordOrderedEntitiesSort()";0.004;0.00412;0.0035;0.0045;0.0069;567;35.4375;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::LegalityResult.Blocked()";0.004;0.005575;0.0017;0.0082;0.0084;56;3.5;4;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::ScriptableRenderer.DrawRenderGraphGizmos()";0.004;0.005006;0.0035;0.0042;0.0136;32;2;16;16
"UnityEngine.CoreModule.dll!UnityEngine::Sprite.get_associatedAlphaSplitTexture()";0.004;0.00465;0.004;0.004;0.0053;12;0.75;2;16
"UnityEngine.CoreModule.dll!UnityEngine::Color.get_linear()";0.0039;0.004037;0.0036;0.0042;0.0054;96;6;16;16
"UnityEngine.CoreModule.dll!UnityEngine::MaterialPropertyBlock.SetVector()";0.0039;0.004425;0.0037;0.004;0.0094;112;7;16;16
"Unity.Collections.dll!Unity.Collections::CollectionHelper.CheckAllocator()";0.0039;0.00438;0.0036;0.0041;0.0079;240;15;15;16
"UnityEngine.CoreModule.dll!UnityEngine::Vector2..ctor()";0.0039;0.00365;0.003;0.0042;0.0056;1145;71.5625;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Objectives::StageObjectiveConditionRuntimeEntry.get_Runtime()";0.0039;0.00388;0.0035;0.0043;0.0049;1243;77.6875;15;16
"Game.Feature.Gameplay.Vfx.dll!Game.Feature.Gameplay.Vfx::VfxAnchor.get_HasCell()";0.0039;0.00372;0.0036;0.0042;0.0047;1130;70.625;15;16
"Application.Integrate Assets in Background";0.0039;0.004747;0.0033;0.0044;0.0148;15;0.9375;15;16
"EarlyUpdate.ProcessRemoteInput";0.0039;0.004053;0.0036;0.0044;0.0053;15;0.9375;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.PlayerControl::PlayerControlQueries.TryResolvePushContact()";0.0039;0.0039;0.0039;0.0039;0.0039;2;0.125;1;16
"UnityEngine.UI.dll!UnityEngine.UI::LayoutRebuilder.ValidController()";0.0039;0.01072;0.0035;0.0054;0.066;46;2.875;15;16
"Unity.Cinemachine.dll!Unity.Cinemachine::CinemachineVolumeSettings.GetDynamicBrainVolumes()";0.0039;0.003953;0.0034;0.004;0.0061;15;0.9375;15;16
"PostLateUpdate.AccessibilityLateUpdate";0.0039;0.00476;0.0034;0.0059;0.0094;15;0.9375;15;16
"CustomRenderTextures.Update";0.0039;0.004033;0.0036;0.0042;0.005;15;0.9375;15;16
"UnityEngine.CoreModule.dll!UnityEngine::LightProbesQuery.Create()";0.0039;0.00414;0.0037;0.0044;0.0055;15;0.9375;15;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Experimental.Rendering::XRLayoutStack.New()";0.0039;0.004362;0.0036;0.0044;0.009;16;1;16;16
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CullingResults.GetNativeArray()";0.0039;0.005219;0.0034;0.0045;0.0213;48;3;16;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::ColorUtils.PrepareShadowsMidtonesHighlights()";0.0039;0.004219;0.0035;0.0042;0.0065;16;1;16;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::CommandBufferPool.Release()";0.0039;0.004163;0.0035;0.0041;0.0097;16;1;16;16
"UnityEngine.IMGUIModule.dll!UnityEngine::GUILayoutEntry.SetHorizontal()";0.0039;0.004387;0.001;0.0074;0.0099;173;10.8125;16;16
"Unity.InputSystem.dll!UnityEngine.InputSystem.LowLevel::InputEvent.get_type()";0.0039;0.009564;0.0023;0.016;0.033;649;40.5625;11;16
"UnityEngine.UI.dll!UnityEngine.UI::GraphicRebuildTracker.TrackGraphic()";0.0039;0.01475;0.0039;0.0039;0.0256;6;0.375;2;16
"Game.Shared.Audio.dll!::AudioSourcePool.RemoveLeasedEntry()";0.0039;0.0326;0.0037;0.0063;0.1454;6;0.375;5;16
"mscorlib.dll!System::Span`1.TryCopyTo()";0.0039;0.0039;0.0039;0.0039;0.0039;1;0.0625;1;16
"Unity.RenderPipelines.Core.Runtime.dll!::Iterator.get_Current()";0.0039;0.004;0.0037;0.0041;0.0055;288;18;16;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayAnimationSyncCoordinator.get_HasActivePlayerVisualHold()";0.0039;0.003773;0.0036;0.004;0.0046;256;16;15;16
"ProcessRemoteInput";0.0038;0.003913;0.0036;0.0042;0.0051;15;0.9375;15;16
"PreLateUpdate.Physics2DLateUpdate";0.0038;0.00392;0.0035;0.0041;0.005;15;0.9375;15;16
"UnityEngine.CoreModule.dll!UnityEngine.Experimental.Rendering::BuiltinRuntimeReflectionSystem.BuiltinUpdate()";0.0038;0.0045;0.0035;0.005;0.0074;15;0.9375;15;16
"Unity.RenderPipelines.GPUDriven.Runtime.dll!UnityEngine.Rendering::ReceiverPlanes.LightFacingFrustumPlaneSubArray()";0.0038;0.004194;0.0034;0.004;0.0091;16;1;16;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::PostProcessPassRenderGraph.RequireHDROutput()";0.0038;0.00405;0.0034;0.0044;0.0068;16;1;16;16
"UnityEngine.CoreModule.dll!UnityEngine::GameObject.GetComponentsInParent()";0.0038;0.019;0.0038;0.0038;0.0342;10;0.625;2;16
"ObjectDispatcher.CollectInstancesAndTransformsJob";0.0038;0.0038;0.0038;0.0038;0.0038;1;0.0625;1;16
"Game.Feature.Gameplay.Host.dll!::ScheduledEnemyAudioRequest..ctor()";0.0038;0.005167;0.0031;0.0038;0.0086;24;1.5;3;16
"UnityEngine.CoreModule.dll!UnityEngine::Texture.get_width()";0.0038;0.003981;0.0035;0.0041;0.0067;64;4;16;16
"UnityEditor.CoreModule.dll!UnityEditor::EditorGUIUtility.get_skinIndex()";0.0038;0.004925;0.0024;0.0071;0.0104;722;45.125;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickFrontFaceShieldSourceSignal[].System.Collections.Generic.ICollection`1.get_Count()";0.0038;0.003813;0.0034;0.0042;0.0047;114;7.125;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayEntityPresentationApplier.CleanupCompletedPlayerFlipResultTurnTracks()";0.0038;0.00376;0.0036;0.004;0.005;128;8;15;16
"UnityEngine.UI.dll!UnityEngine.UI.Collections::IndexedSet`1.Clear()";0.0038;0.0049;0.0031;0.0058;0.0137;30;1.875;15;16
"Unity.TextMeshPro.dll!TMPro::TMP_Settings.get_instance()";0.0038;0.004093;0.0036;0.0041;0.006;91;5.6875;15;16
"UnityEngine.CoreModule.dll!UnityEngine::Matrix4x4.Inverse()";0.0038;0.004012;0.0035;0.004;0.0071;64;4;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::GravityFieldPresentationRequest[].System.Collections.Generic.IReadOnlyCollection`1.get_Count()";0.0038;0.00626;0.0032;0.0091;0.0165;339;21.1875;15;16
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CommandBuffer.SetGlobalMatrix()";0.0038;0.004081;0.0036;0.0042;0.0057;208;13;16;16
"Unity.Collections.dll!Unity.Collections::CollectionHelper.SetStaticSafetyId()";0.0038;0.01246;0.0033;0.0041;0.1342;225;14.0625;15;16
"UnityEngine.CoreModule.dll!UnityEngine::Quaternion.Internal_Inverse()";0.0038;0.003633;0.0035;0.0039;0.0043;113;7.0625;15;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering.RenderGraphModule::RenderGraphBuilders.UnityEngine.Rendering.RenderGraphModule.IBaseRenderGraphBuilder.UseRendererList()";0.0038;0.003969;0.0036;0.0039;0.0065;128;8;16;16
"PxScene.simulate";0.0038;0.014;0.0032;0.0045;0.1531;234;14.625;15;16
"Unity.InputSystem.dll!UnityEngine.InputSystem::InputControl.get_stateBlock()";0.0038;0.004533;0.0027;0.0047;0.0107;1548;96.75;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::KinematicVelocity2..ctor()";0.0038;0.003627;0.0035;0.0041;0.0046;1144;71.5;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Objectives::StageObjectiveConditionRuntimeEntry.get_Required()";0.0038;0.00346;0.0029;0.004;0.0048;1130;70.625;15;16
"System.Core.dll!::Iterator`1.get_Current()";0.0038;0.0038;0.0038;0.0038;0.0038;68;4.25;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Host::EnemyViewPresentationState.get_IsMoving()";0.0038;0.003573;0.0029;0.0039;0.0058;1130;70.625;15;16
"Game.Feature.Gameplay.UIAccess.dll!Game.Feature.Gameplay.UIAccess.Models::GameplayObjectiveConditionReadModel.get_StableId()";0.0038;0.003753;0.0032;0.0041;0.0062;1130;70.625;15;16
"UnityEngine.CoreModule.dll!UnityEngine::Vector4.op_Implicit()";0.0038;0.006075;0.0035;0.0054;0.0198;2016;126;16;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::DynamicArray`1.get_version()";0.0038;0.004119;0.0033;0.0044;0.0064;1360;85;16;16
"UnityEngine.IMGUIModule.dll!::BindingsMarshaller.ConvertToNative()";0.0038;0.007869;0.0009;0.0137;0.0203;2595;162.1875;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.ResolveMovementPresentationSemanticKind()";0.0038;0.003773;0.0035;0.0038;0.0059;937;58.5625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::EnemyAudioPresentationController.Update()";0.0038;0.003873;0.0036;0.0041;0.0058;128;8;15;16
"MeshSkinning.CalcMatrices";0.0038;0.003867;0.0035;0.004;0.0054;135;8.4375;15;16
"mscorlib.dll!System.Runtime.InteropServices::GCHandle.AddrOfPinnedObject()";0.0038;0.004687;0.0036;0.0048;0.0089;64;4;16;16
"UnityEngine.IMGUIModule.dll!UnityEngine::GUIStyle.get_stretchHeight()";0.0038;0.0063;0.0011;0.0117;0.0151;346;21.625;16;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplaySfxRequest[].System.Collections.Generic.IReadOnlyCollection`1.get_Count()";0.0038;0.003686;0.0028;0.004;0.0058;139;8.6875;14;16
"Game.Feature.Gameplay.AudioPolicy.dll!::OwnerGroupKey.GetHashCode()";0.0038;0.0154;0.0032;0.0038;0.0392;26;1.625;3;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::FlipImpactTimingSettings..ctor()";0.0037;0.00402;0.0034;0.0042;0.0078;113;7.0625;15;16
"Unity.Burst.dll!::CommandBuilder.With()";0.0037;0.0037;0.0037;0.0037;0.0037;4;0.25;1;16
"UnityEngine.AudioModule.dll!UnityEngine::AudioSource.get_isPlaying_Injected()";0.0037;0.005071;0.002;0.0044;0.0298;37;2.3125;14;16
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_pixelWidth()";0.0037;0.0041;0.0032;0.0043;0.007;80;5;16;16
"UnityEngine.UI.dll!UnityEngine.EventSystems::ExecuteEvents.GetEventHandler()";0.0037;0.0037;0.0037;0.0037;0.0037;4;0.25;1;16
"PhysX.ScScene.broadPhase";0.0037;0.0037;0.0037;0.0037;0.0037;1;0.0625;1;16
"InputSystem.onBeforeUpdate";0.0037;0.006153;0.0032;0.004;0.031;15;0.9375;15;16
"Game.Feature.UI.Application.dll!::ObjectiveHudRowCandidate.ForRow()";0.0037;0.003953;0.0034;0.0039;0.0092;113;7.0625;15;16
"System.Core.dll!System.Linq::Enumerable.TryGetLast()";0.0037;0.003631;0.0033;0.0039;0.0045;31;1.9375;16;16
"UnityEngine.UIModule.dll!UnityEngine::CanvasRenderer.SetColor()";0.0037;0.0037;0.0037;0.0037;0.0037;1;0.0625;1;16
"UnityEngine.UI.dll!UnityEngine.UI.Collections::IndexedSet`1.Sort()";0.0037;0.00396;0.0034;0.0038;0.0067;15;0.9375;15;16
"mscorlib.dll!System::String.TrimStart()";0.0037;0.0037;0.0037;0.0037;0.0037;4;0.25;1;16
"Unity.RenderPipelines.GPUDriven.Runtime.dll!UnityEngine.Rendering::OcclusionCullingCommon.UpdateOccluderStats()";0.0037;0.004512;0.0034;0.0042;0.0139;16;1;16;16
"UnityEngine.CoreModule.dll!UnityEngine::GL.GetGPUProjectionMatrix()";0.0037;0.003962;0.003;0.0047;0.0063;63;3.9375;16;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::PostProcessPassRenderGraph.SetupVignette()";0.0037;0.003875;0.0034;0.004;0.0062;16;1;16;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::ForwardLights.SetupMainLightConstants()";0.0037;0.004631;0.0036;0.0044;0.0099;16;1;16;16
"Unity.RenderPipelines.Universal.Runtime.dll!::<>c.<Render>b__6_0()";0.0037;0.003963;0.0033;0.004;0.0061;16;1;16;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::CoreUtils.SetKeyword()";0.0037;0.003881;0.0032;0.0039;0.0065;16;1;16;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalResourceData.Reset()";0.0037;0.004388;0.0035;0.0047;0.008;16;1;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::CellReservationInfo..cctor()";0.0037;0.0037;0.0037;0.0037;0.0037;1;0.0625;1;16
"UnityEngine.AudioModule.dll!UnityEngine::AudioSource.Stop_Injected()";0.0037;0.00372;0.003;0.0043;0.0047;6;0.375;5;16
"Game.Feature.UI.HUD.dll!Game.Feature.UI.HUD::ObjectiveHudRowView.ValidateAuthoredStructureOrThrow()";0.0037;0.00455;0.0037;0.0037;0.0054;4;0.25;2;16
"UnityEngine.CoreModule.dll!UnityEngine::Mathf.GammaToLinearSpace()";0.0037;0.003919;0.0034;0.0041;0.0053;576;36;16;16
"Game.Feature.Gameplay.Vfx.ProductionRuntime.dll!Game.Feature.Gameplay.Vfx.Host::GameplayForwardCellProjectileVfxController.Update()";0.0037;0.003693;0.0033;0.004;0.005;128;8;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationDataBuilder.AppendEntityMotion()";0.0037;0.031667;0.0036;0.0037;0.0877;12;0.75;3;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.AppendBoxInteractionLockBlockedEvents()";0.0037;0.03994;0.0035;0.0042;0.5471;113;7.0625;15;16
"UnityEngine.CoreModule.dll!UnityEngine::Rect.get_xMax()";0.0037;0.004207;0.0035;0.0054;0.0061;1188;74.25;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::SnapshotReadQueries.ValidateQueryDictionaries()";0.0037;0.003833;0.0035;0.0038;0.0059;1027;64.1875;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationData.get_VisibilityChanges()";0.0037;0.0035;0.003;0.004;0.005;1017;63.5625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Host::EnemyViewPresentationState.get_JumpPhase()";0.0037;0.003513;0.0033;0.0038;0.005;1205;75.3125;15;16
"Game.Feature.Gameplay.Host.dll!::CachedPresentationWindow.get_Snapshot()";0.0037;0.003633;0.0031;0.0042;0.0047;1130;70.625;15;16
